nh,clust,agric_equipment_code,Member_own_any_equipment
8,4059,42,2
8,4059,51,2
8,4059,61,2
8,4059,62,2
8,4059,63,2
8,4059,64,2
8,4059,65,1
9,4059,21,2
9,4059,22,2
9,4059,31,2
9,4059,41,2
9,4059,42,2
9,4059,51,2
9,4059,61,2
9,4059,62,2
9,4059,63,2
9,4059,64,2
9,4059,65,1
10,4059,21,2
10,4059,22,2
10,4059,31,2
10,4059,41,2
10,4059,42,2
10,4059,51,2
10,4059,61,2
10,4059,62,2
10,4059,63,2
10,4059,64,2
10,4059,65,1
11,4059,21,2
11,4059,22,2
11,4059,31,2
11,4059,41,2
11,4059,42,2
11,4059,51,2
11,4059,61,2
11,4059,62,2
11,4059,63,2
11,4059,64,2
11,4059,65,1
14,4059,21,2
14,4059,22,2
14,4059,31,2
14,4059,41,2
14,4059,42,2
14,4059,51,2
14,4059,61,2
14,4059,62,2
14,4059,63,2
14,4059,64,2
14,4059,65,1
15,4059,21,2
15,4059,22,2
15,4059,31,2
15,4059,41,2
15,4059,42,2
15,4059,51,2
15,4059,61,2
15,4059,62,2
15,4059,63,2
15,4059,64,2
15,4059,65,1
1,4062,21,2
1,4062,22,2
1,4062,31,2
1,4062,41,2
1,4062,42,2
1,4062,51,2
1,4062,61,2
1,4062,62,2
1,4062,63,2
1,4062,64,2
1,4062,65,1
2,4062,21,2
2,4062,22,2
2,4062,31,2
2,4062,41,2
2,4062,42,2
2,4062,51,2
2,4062,61,2
2,4062,62,2
2,4062,63,2
2,4062,64,2
2,4062,65,1
3,4062,21,2
3,4062,22,2
3,4062,31,2
3,4062,41,2
3,4062,42,2
3,4062,51,2
3,4062,61,2
3,4062,62,2
3,4062,63,2
3,4062,64,2
3,4062,65,1
6,4062,21,2
6,4062,22,2
6,4062,51,2
6,4062,62,2
6,4062,65,1
7,4062,21,2
7,4062,22,2
7,4062,31,2
7,4062,41,2
7,4062,42,2
7,4062,51,2
7,4062,61,2
7,4062,62,2
7,4062,63,2
7,4062,64,2
7,4062,65,1
8,4062,21,2
8,4062,22,2
8,4062,31,2
8,4062,41,2
8,4062,42,2
8,4062,51,2
8,4062,61,2
8,4062,62,2
8,4062,63,2
8,4062,64,2
8,4062,65,1
10,4062,21,2
10,4062,22,2
10,4062,31,2
10,4062,41,2
10,4062,42,2
10,4062,51,2
10,4062,61,2
10,4062,62,2
10,4062,63,2
10,4062,64,2
10,4062,65,1
11,4062,21,2
11,4062,22,2
11,4062,31,2
11,4062,41,2
11,4062,42,2
11,4062,51,2
11,4062,61,2
11,4062,62,2
11,4062,63,2
11,4062,64,2
11,4062,65,1
12,4062,21,2
12,4062,22,2
12,4062,31,2
12,4062,41,2
12,4062,42,2
12,4062,51,2
12,4062,61,2
12,4062,62,2
12,4062,63,2
12,4062,64,2
12,4062,65,1
14,4062,21,2
14,4062,22,2
14,4062,31,2
14,4062,41,2
14,4062,42,2
14,4062,51,2
14,4062,61,2
14,4062,62,2
14,4062,63,2
14,4062,64,2
14,4062,65,1
15,4062,21,2
15,4062,22,2
15,4062,31,2
15,4062,41,2
15,4062,42,2
15,4062,51,2
15,4062,61,2
15,4062,62,2
15,4062,63,2
15,4062,64,2
15,4062,65,1
16,4062,21,2
16,4062,22,2
16,4062,31,2
16,4062,41,2
16,4062,42,2
16,4062,51,2
16,4062,61,2
16,4062,62,2
16,4062,63,2
16,4062,64,2
16,4062,65,1
17,4062,21,2
17,4062,22,2
17,4062,31,2
17,4062,41,2
17,4062,42,2
17,4062,51,2
17,4062,61,2
17,4062,62,2
17,4062,63,2
17,4062,64,2
17,4062,65,1
19,4062,21,2
19,4062,22,2
19,4062,31,2
19,4062,41,2
19,4062,42,2
19,4062,51,2
19,4062,61,2
19,4062,62,2
19,4062,63,2
19,4062,64,2
19,4062,65,1
20,4062,21,2
20,4062,22,2
20,4062,31,2
20,4062,41,2
20,4062,42,2
20,4062,51,2
20,4062,61,2
20,4062,62,2
20,4062,63,2
20,4062,64,2
20,4062,65,1
1,4065,21,2
1,4065,22,2
1,4065,31,2
1,4065,41,2
1,4065,42,2
1,4065,51,2
1,4065,61,2
1,4065,62,2
1,4065,63,2
1,4065,64,2
1,4065,65,1
2,4065,21,2
2,4065,22,2
2,4065,31,2
2,4065,41,2
2,4065,42,2
2,4065,51,2
2,4065,61,2
2,4065,62,2
2,4065,63,2
2,4065,64,2
2,4065,65,1
3,4065,21,2
3,4065,22,2
3,4065,31,2
3,4065,41,2
3,4065,42,2
3,4065,51,2
3,4065,61,2
3,4065,62,2
3,4065,63,2
3,4065,64,2
3,4065,65,1
5,4065,21,2
5,4065,22,2
5,4065,31,2
5,4065,41,2
5,4065,42,2
5,4065,51,2
5,4065,61,2
5,4065,62,2
5,4065,63,2
5,4065,64,2
5,4065,65,1
6,4065,21,2
6,4065,22,2
6,4065,31,2
6,4065,41,2
6,4065,42,2
6,4065,51,2
6,4065,61,2
6,4065,62,2
6,4065,63,2
6,4065,64,2
6,4065,65,1
7,4065,21,2
7,4065,22,2
7,4065,31,2
7,4065,41,2
7,4065,42,2
7,4065,51,2
7,4065,61,2
7,4065,62,2
7,4065,63,2
7,4065,64,2
7,4065,65,1
8,4065,21,2
8,4065,22,2
8,4065,31,2
8,4065,41,2
8,4065,42,2
8,4065,51,2
8,4065,61,2
8,4065,62,2
8,4065,63,2
8,4065,64,2
8,4065,65,1
9,4065,21,2
9,4065,22,2
9,4065,31,2
9,4065,41,2
9,4065,42,2
9,4065,51,2
9,4065,61,2
9,4065,62,2
9,4065,63,2
9,4065,64,2
9,4065,65,1
10,4065,21,2
10,4065,22,2
10,4065,31,2
10,4065,41,2
10,4065,42,2
10,4065,51,2
10,4065,61,2
10,4065,62,2
10,4065,63,2
10,4065,64,2
10,4065,65,1
13,4065,21,2
13,4065,31,2
13,4065,41,2
13,4065,42,2
13,4065,51,2
13,4065,61,2
13,4065,62,2
13,4065,63,2
13,4065,64,2
13,4065,65,1
14,4065,21,2
14,4065,22,2
14,4065,31,2
14,4065,41,2
14,4065,42,2
14,4065,51,2
14,4065,61,2
14,4065,62,2
14,4065,63,2
14,4065,64,2
14,4065,65,1
15,4065,21,2
15,4065,22,2
15,4065,31,2
15,4065,41,2
15,4065,42,2
15,4065,51,2
15,4065,61,2
15,4065,62,2
15,4065,63,2
15,4065,64,2
15,4065,65,1
16,4065,21,2
16,4065,22,2
16,4065,31,2
16,4065,41,2
16,4065,42,2
16,4065,51,2
16,4065,61,2
16,4065,62,2
16,4065,63,2
16,4065,64,2
16,4065,65,1
17,4065,21,2
17,4065,22,2
17,4065,31,2
17,4065,41,2
17,4065,42,2
17,4065,51,2
17,4065,61,2
17,4065,62,2
17,4065,63,2
17,4065,64,2
17,4065,65,1
20,4065,21,2
20,4065,22,2
20,4065,31,2
20,4065,41,2
20,4065,42,2
20,4065,51,2
20,4065,61,2
20,4065,62,2
20,4065,63,2
20,4065,64,2
20,4065,65,1
21,4065,21,2
21,4065,22,2
21,4065,31,2
21,4065,41,2
21,4065,42,2
21,4065,51,2
21,4065,61,2
21,4065,62,2
21,4065,63,2
21,4065,64,2
21,4065,65,1
23,4065,21,2
23,4065,22,2
23,4065,31,2
23,4065,41,2
23,4065,42,2
23,4065,51,2
23,4065,61,2
23,4065,62,2
23,4065,63,2
23,4065,64,2
23,4065,65,1
4,4072,21,2
4,4072,22,2
4,4072,31,2
4,4072,41,2
4,4072,42,2
4,4072,51,2
4,4072,61,2
4,4072,62,1
4,4072,63,1
4,4072,64,2
4,4072,65,2
8,4072,21,2
8,4072,22,2
8,4072,31,2
8,4072,41,2
8,4072,42,2
8,4072,51,2
8,4072,61,2
8,4072,62,1
8,4072,63,1
8,4072,64,2
8,4072,65,2
9,4072,21,2
9,4072,22,2
9,4072,31,2
9,4072,41,2
9,4072,42,2
9,4072,51,2
9,4072,61,2
9,4072,62,1
9,4072,63,1
9,4072,64,2
9,4072,65,2
11,4072,21,2
11,4072,22,2
11,4072,31,2
11,4072,41,2
11,4072,42,2
11,4072,51,2
11,4072,61,2
11,4072,62,1
11,4072,63,1
11,4072,64,2
11,4072,65,1
15,4072,21,2
15,4072,22,2
15,4072,31,2
15,4072,41,2
15,4072,42,2
15,4072,51,2
15,4072,61,2
15,4072,62,2
15,4072,63,2
15,4072,64,2
15,4072,65,1
15,4075,21,2
15,4075,22,2
15,4075,31,2
15,4075,41,2
15,4075,42,2
15,4075,51,1
15,4075,61,2
15,4075,62,2
15,4075,63,2
15,4075,64,2
15,4075,65,2
1,4079,21,2
1,4079,22,2
1,4079,31,2
1,4079,41,2
1,4079,42,2
1,4079,51,2
1,4079,61,2
1,4079,62,2
1,4079,63,2
1,4079,64,2
1,4079,65,1
2,4079,21,2
2,4079,22,2
2,4079,31,2
2,4079,41,2
2,4079,42,2
2,4079,51,2
2,4079,61,2
2,4079,63,2
2,4079,64,2
2,4079,65,1
3,4079,21,2
3,4079,22,2
3,4079,31,2
3,4079,41,2
3,4079,42,2
3,4079,51,2
3,4079,61,2
3,4079,62,2
3,4079,63,2
3,4079,64,2
3,4079,65,1
4,4079,21,2
4,4079,22,2
4,4079,31,2
4,4079,41,2
4,4079,42,2
4,4079,51,2
4,4079,61,2
4,4079,62,2
4,4079,63,2
4,4079,64,2
4,4079,65,1
5,4079,21,2
5,4079,22,2
5,4079,31,2
5,4079,41,2
5,4079,42,2
5,4079,51,2
5,4079,61,2
5,4079,62,2
5,4079,63,2
5,4079,64,2
5,4079,65,1
6,4079,21,2
6,4079,22,2
6,4079,31,2
6,4079,41,2
6,4079,42,2
6,4079,51,2
6,4079,61,2
6,4079,62,2
6,4079,63,1
6,4079,64,2
6,4079,65,1
7,4079,21,2
7,4079,22,2
7,4079,31,2
7,4079,41,2
7,4079,42,2
7,4079,51,2
7,4079,61,2
7,4079,62,2
7,4079,63,2
7,4079,64,2
7,4079,65,1
8,4079,21,2
8,4079,22,2
8,4079,31,2
8,4079,41,2
8,4079,42,2
8,4079,51,2
8,4079,61,2
8,4079,62,2
8,4079,63,2
8,4079,64,2
8,4079,65,1
9,4079,21,2
9,4079,22,2
9,4079,31,2
9,4079,41,2
9,4079,42,2
9,4079,51,2
9,4079,61,2
9,4079,62,2
9,4079,63,1
9,4079,64,2
9,4079,65,1
10,4079,21,2
10,4079,22,2
10,4079,31,2
10,4079,41,2
10,4079,42,2
10,4079,51,2
10,4079,61,2
10,4079,62,2
10,4079,63,2
10,4079,64,2
10,4079,65,1
11,4079,21,2
11,4079,22,2
11,4079,31,2
11,4079,41,2
11,4079,42,2
11,4079,51,2
11,4079,61,2
11,4079,62,2
11,4079,63,2
11,4079,64,2
11,4079,65,1
12,4079,21,2
12,4079,22,2
12,4079,31,2
12,4079,41,2
12,4079,42,2
12,4079,51,2
12,4079,61,2
12,4079,62,2
12,4079,63,1
12,4079,64,2
12,4079,65,1
13,4079,21,2
13,4079,22,2
13,4079,31,2
13,4079,41,2
13,4079,42,2
13,4079,51,2
13,4079,61,2
13,4079,62,2
13,4079,63,2
13,4079,64,2
13,4079,65,1
14,4079,21,2
14,4079,22,2
14,4079,31,2
14,4079,41,2
14,4079,42,2
14,4079,51,2
14,4079,61,2
14,4079,62,2
14,4079,63,2
14,4079,64,2
14,4079,65,1
15,4079,21,2
15,4079,22,2
15,4079,31,2
15,4079,41,2
15,4079,42,2
15,4079,51,2
15,4079,61,2
15,4079,62,2
15,4079,63,2
15,4079,64,2
15,4079,65,1
16,4079,21,2
16,4079,22,2
16,4079,31,2
16,4079,41,2
16,4079,51,2
16,4079,61,2
16,4079,62,1
16,4079,63,1
16,4079,64,2
16,4079,65,1
17,4079,21,2
17,4079,22,2
17,4079,31,2
17,4079,41,2
17,4079,42,2
17,4079,51,2
17,4079,61,2
17,4079,62,2
17,4079,63,2
17,4079,64,2
17,4079,65,1
18,4079,21,2
18,4079,22,2
18,4079,31,2
18,4079,41,2
18,4079,42,2
18,4079,51,2
18,4079,61,2
18,4079,62,2
18,4079,63,2
18,4079,64,2
18,4079,65,1
19,4079,21,2
19,4079,22,2
19,4079,31,2
19,4079,41,2
19,4079,42,2
19,4079,51,2
19,4079,61,2
19,4079,62,2
19,4079,63,2
19,4079,64,2
19,4079,65,1
20,4079,21,2
20,4079,22,2
20,4079,31,2
20,4079,41,2
20,4079,42,2
20,4079,51,2
20,4079,61,2
20,4079,62,2
20,4079,63,2
20,4079,64,2
20,4079,65,1
2,4081,21,2
2,4081,22,2
2,4081,31,2
2,4081,41,2
2,4081,42,2
2,4081,51,2
2,4081,61,2
2,4081,62,1
2,4081,63,1
2,4081,64,2
2,4081,65,1
18,4081,21,2
18,4081,22,2
18,4081,31,2
18,4081,41,2
18,4081,42,2
18,4081,51,2
18,4081,61,2
18,4081,62,1
18,4081,63,1
18,4081,64,2
18,4081,65,1
19,4081,21,2
19,4081,22,2
19,4081,61,2
19,4081,62,1
19,4081,63,1
19,4081,64,2
19,4081,65,1
3,4084,21,2
3,4084,22,2
3,4084,31,2
3,4084,41,2
3,4084,42,2
3,4084,51,2
3,4084,61,2
3,4084,62,2
3,4084,63,2
3,4084,64,2
3,4084,65,1
11,4084,21,2
11,4084,22,2
11,4084,31,2
11,4084,41,2
11,4084,42,2
11,4084,51,2
11,4084,61,2
11,4084,62,1
11,4084,63,1
11,4084,64,2
11,4084,65,1
2,4089,21,2
2,4089,22,2
2,4089,31,2
2,4089,41,2
2,4089,42,2
2,4089,51,2
2,4089,61,2
2,4089,62,2
2,4089,63,2
2,4089,64,2
2,4089,65,1
3,4089,21,2
3,4089,22,2
3,4089,31,2
3,4089,41,2
3,4089,42,2
3,4089,51,2
3,4089,61,2
3,4089,62,2
3,4089,63,2
3,4089,64,2
3,4089,65,1
5,4089,21,2
5,4089,22,2
5,4089,31,2
5,4089,41,2
5,4089,42,2
5,4089,51,2
5,4089,61,2
5,4089,62,2
5,4089,63,2
5,4089,64,2
5,4089,65,1
6,4089,21,2
6,4089,22,2
6,4089,31,2
6,4089,41,2
6,4089,42,2
6,4089,51,2
6,4089,61,2
6,4089,62,2
6,4089,63,2
6,4089,64,2
6,4089,65,1
7,4089,21,2
7,4089,22,2
7,4089,31,2
7,4089,41,2
7,4089,42,2
7,4089,51,2
7,4089,61,2
7,4089,62,2
7,4089,63,2
7,4089,64,2
7,4089,65,1
9,4089,21,2
9,4089,22,2
9,4089,31,2
9,4089,41,2
9,4089,42,2
9,4089,51,2
9,4089,61,2
9,4089,62,2
9,4089,63,2
9,4089,64,2
9,4089,65,1
10,4089,21,2
10,4089,22,2
10,4089,31,2
10,4089,41,2
10,4089,42,2
10,4089,51,2
10,4089,61,2
10,4089,62,2
10,4089,63,2
10,4089,64,2
10,4089,65,1
12,4089,21,2
12,4089,22,2
12,4089,31,2
12,4089,41,2
12,4089,42,2
12,4089,51,2
12,4089,61,2
12,4089,62,2
12,4089,63,2
12,4089,64,2
12,4089,65,1
13,4089,21,2
13,4089,22,2
13,4089,31,2
13,4089,41,2
13,4089,42,2
13,4089,51,2
13,4089,61,2
13,4089,62,2
13,4089,63,2
13,4089,64,2
13,4089,65,1
15,4089,21,2
15,4089,22,2
15,4089,31,2
15,4089,41,2
15,4089,42,2
15,4089,51,2
15,4089,61,2
15,4089,62,2
15,4089,63,2
15,4089,64,2
15,4089,65,1
16,4089,21,2
16,4089,22,2
16,4089,31,2
16,4089,41,2
16,4089,42,2
16,4089,51,2
16,4089,61,2
16,4089,62,2
16,4089,63,2
16,4089,64,2
16,4089,65,1
17,4089,21,2
17,4089,22,2
17,4089,31,2
17,4089,41,2
17,4089,42,2
17,4089,51,2
17,4089,61,2
17,4089,62,2
17,4089,63,2
17,4089,64,2
17,4089,65,1
18,4089,21,2
18,4089,22,2
18,4089,31,2
18,4089,41,2
18,4089,42,2
18,4089,51,2
18,4089,61,2
18,4089,62,2
18,4089,63,2
18,4089,64,2
18,4089,65,1
19,4089,21,2
19,4089,22,2
19,4089,31,2
19,4089,41,2
19,4089,42,2
19,4089,51,2
19,4089,61,2
19,4089,62,2
19,4089,63,2
19,4089,64,2
19,4089,65,1
1,4092,21,2
1,4092,22,2
1,4092,31,2
1,4092,41,2
1,4092,42,2
1,4092,51,2
1,4092,61,2
1,4092,62,2
1,4092,63,2
1,4092,64,2
1,4092,65,1
2,4092,21,2
2,4092,22,2
2,4092,31,2
2,4092,41,2
2,4092,42,2
2,4092,51,2
2,4092,61,2
2,4092,62,2
2,4092,63,2
2,4092,64,2
2,4092,65,1
3,4092,21,2
3,4092,22,2
3,4092,31,2
3,4092,41,2
3,4092,42,2
3,4092,51,2
3,4092,61,2
3,4092,62,2
3,4092,63,2
3,4092,64,2
3,4092,65,1
4,4092,21,2
4,4092,22,2
4,4092,31,2
4,4092,41,2
4,4092,42,2
4,4092,51,2
4,4092,61,2
4,4092,62,2
4,4092,63,2
4,4092,64,2
4,4092,65,1
5,4092,21,2
5,4092,22,2
5,4092,31,2
5,4092,41,2
5,4092,42,2
5,4092,51,2
5,4092,61,2
5,4092,62,2
5,4092,63,2
5,4092,64,2
5,4092,65,1
6,4092,21,2
6,4092,22,2
6,4092,31,2
6,4092,41,2
6,4092,42,2
6,4092,51,2
6,4092,61,2
6,4092,62,2
6,4092,63,2
6,4092,64,2
6,4092,65,1
7,4092,21,2
7,4092,22,2
7,4092,31,2
7,4092,41,2
7,4092,42,2
7,4092,51,2
7,4092,61,2
7,4092,62,2
7,4092,63,2
7,4092,64,2
7,4092,65,1
8,4092,21,2
8,4092,22,2
8,4092,31,2
8,4092,41,2
8,4092,42,2
8,4092,51,2
8,4092,61,2
8,4092,62,2
8,4092,63,2
8,4092,64,2
8,4092,65,1
9,4092,21,2
9,4092,22,2
9,4092,31,2
9,4092,41,2
9,4092,42,2
9,4092,51,2
9,4092,61,2
9,4092,62,2
9,4092,63,2
9,4092,64,2
9,4092,65,1
10,4092,21,2
10,4092,22,2
10,4092,31,2
10,4092,41,2
10,4092,42,2
10,4092,51,2
10,4092,61,2
10,4092,62,2
10,4092,63,2
10,4092,64,2
10,4092,65,1
11,4092,21,2
11,4092,22,2
11,4092,31,2
11,4092,41,2
11,4092,42,2
11,4092,51,2
11,4092,61,2
11,4092,62,2
11,4092,63,2
11,4092,64,2
11,4092,65,1
12,4092,21,2
12,4092,22,2
12,4092,31,2
12,4092,41,2
12,4092,42,2
12,4092,51,2
12,4092,61,2
12,4092,62,2
12,4092,63,2
12,4092,64,2
12,4092,65,1
13,4092,21,2
13,4092,22,2
13,4092,31,2
13,4092,41,2
13,4092,42,2
13,4092,51,2
13,4092,61,2
13,4092,62,2
13,4092,63,2
13,4092,64,2
13,4092,65,1
14,4092,21,2
14,4092,22,2
14,4092,31,2
14,4092,41,2
14,4092,42,2
14,4092,51,2
14,4092,61,2
14,4092,62,2
14,4092,63,2
14,4092,64,2
14,4092,65,1
15,4092,21,2
15,4092,22,2
15,4092,31,2
15,4092,41,2
15,4092,42,2
15,4092,51,2
15,4092,61,2
15,4092,62,2
15,4092,63,2
15,4092,64,2
15,4092,65,1
16,4092,21,2
16,4092,22,2
16,4092,31,2
16,4092,41,2
16,4092,42,2
16,4092,51,2
16,4092,61,2
16,4092,62,2
16,4092,63,2
16,4092,64,2
16,4092,65,1
17,4092,21,2
17,4092,22,2
17,4092,31,2
17,4092,41,2
17,4092,42,2
17,4092,51,2
17,4092,61,2
17,4092,62,2
17,4092,63,2
17,4092,64,2
17,4092,65,1
18,4092,21,2
18,4092,22,2
18,4092,31,2
18,4092,41,2
18,4092,42,2
18,4092,51,2
18,4092,61,2
18,4092,62,2
18,4092,63,2
18,4092,64,2
18,4092,65,1
19,4092,21,2
19,4092,22,2
19,4092,31,2
19,4092,41,2
19,4092,42,2
19,4092,51,2
19,4092,61,2
19,4092,62,2
19,4092,63,2
19,4092,64,2
19,4092,65,1
20,4092,21,2
20,4092,22,2
20,4092,31,2
20,4092,41,2
20,4092,42,2
20,4092,51,2
20,4092,61,2
20,4092,62,2
20,4092,63,2
20,4092,64,2
20,4092,65,1
1,4095,21,2
1,4095,22,2
1,4095,31,2
1,4095,41,2
1,4095,42,2
1,4095,51,2
1,4095,61,2
1,4095,62,2
1,4095,63,2
1,4095,64,2
1,4095,65,1
2,4095,21,2
2,4095,22,2
2,4095,31,2
2,4095,41,2
2,4095,42,2
2,4095,51,2
2,4095,61,2
2,4095,62,2
2,4095,63,2
2,4095,64,2
2,4095,65,1
3,4095,21,2
3,4095,22,2
3,4095,31,2
3,4095,41,2
3,4095,42,2
3,4095,51,2
3,4095,61,2
3,4095,62,2
3,4095,63,2
3,4095,64,2
3,4095,65,1
4,4095,21,2
4,4095,22,2
4,4095,31,2
4,4095,41,2
4,4095,42,2
4,4095,51,2
4,4095,61,2
4,4095,62,2
4,4095,63,2
4,4095,64,2
4,4095,65,1
5,4095,21,2
5,4095,22,2
5,4095,31,2
5,4095,41,2
5,4095,42,2
5,4095,51,2
5,4095,61,2
5,4095,62,2
5,4095,63,2
5,4095,64,2
5,4095,65,1
6,4095,21,2
6,4095,22,2
6,4095,31,2
6,4095,41,2
6,4095,42,2
6,4095,51,2
6,4095,61,2
6,4095,62,2
6,4095,63,2
6,4095,64,2
6,4095,65,1
7,4095,21,2
7,4095,22,2
7,4095,31,2
7,4095,41,2
7,4095,42,2
7,4095,51,2
7,4095,61,2
7,4095,62,2
7,4095,63,2
7,4095,64,2
7,4095,65,1
8,4095,21,2
8,4095,22,2
8,4095,31,2
8,4095,41,2
8,4095,42,2
8,4095,51,2
8,4095,61,2
8,4095,62,2
8,4095,63,2
8,4095,64,2
8,4095,65,1
9,4095,21,2
9,4095,22,2
9,4095,31,2
9,4095,41,2
9,4095,42,2
9,4095,51,2
9,4095,61,2
9,4095,62,2
9,4095,63,2
9,4095,64,2
9,4095,65,1
10,4095,21,2
10,4095,22,2
10,4095,31,2
10,4095,41,2
10,4095,42,2
10,4095,51,2
10,4095,61,2
10,4095,62,2
10,4095,63,2
10,4095,64,2
10,4095,65,1
11,4095,21,2
11,4095,22,2
11,4095,31,2
11,4095,41,2
11,4095,42,2
11,4095,51,2
11,4095,61,2
11,4095,62,2
11,4095,63,2
11,4095,64,2
11,4095,65,1
12,4095,21,2
12,4095,22,2
12,4095,31,2
12,4095,41,2
12,4095,42,2
12,4095,51,2
12,4095,61,2
12,4095,62,2
12,4095,63,2
12,4095,64,2
12,4095,65,1
13,4095,21,2
13,4095,22,2
13,4095,31,2
13,4095,41,2
13,4095,42,2
13,4095,51,2
13,4095,61,2
13,4095,62,2
13,4095,63,2
13,4095,64,2
13,4095,65,1
14,4095,21,2
14,4095,22,2
14,4095,31,2
14,4095,41,2
14,4095,42,2
14,4095,51,2
14,4095,61,2
14,4095,62,2
14,4095,63,2
14,4095,64,2
14,4095,65,1
15,4095,21,2
15,4095,22,2
15,4095,31,2
15,4095,41,2
15,4095,42,2
15,4095,51,2
15,4095,61,2
15,4095,62,2
15,4095,63,2
15,4095,64,2
15,4095,65,1
16,4095,21,2
16,4095,22,2
16,4095,31,2
16,4095,41,2
16,4095,42,2
16,4095,51,2
16,4095,61,2
16,4095,62,2
16,4095,63,2
16,4095,64,2
16,4095,65,1
17,4095,21,2
17,4095,22,2
17,4095,31,2
17,4095,41,2
17,4095,42,2
17,4095,51,2
17,4095,61,2
17,4095,62,2
17,4095,63,2
17,4095,64,2
17,4095,65,1
18,4095,21,2
18,4095,22,2
18,4095,31,2
18,4095,41,2
18,4095,42,2
18,4095,51,2
18,4095,61,2
18,4095,62,2
18,4095,63,2
18,4095,64,2
18,4095,65,1
19,4095,21,2
19,4095,22,2
19,4095,31,2
19,4095,41,2
19,4095,42,2
19,4095,51,2
19,4095,61,2
19,4095,62,2
19,4095,63,2
19,4095,64,2
19,4095,65,1
20,4095,21,2
20,4095,22,2
20,4095,31,2
20,4095,41,2
20,4095,42,2
20,4095,51,2
20,4095,61,2
20,4095,62,2
20,4095,63,2
20,4095,64,2
20,4095,65,1
1,4099,21,2
1,4099,22,2
1,4099,31,2
1,4099,41,2
1,4099,42,2
1,4099,51,2
1,4099,61,2
1,4099,62,2
1,4099,63,2
1,4099,64,2
1,4099,65,1
2,4099,21,2
2,4099,22,2
2,4099,31,2
2,4099,41,2
2,4099,42,2
2,4099,51,2
2,4099,61,2
2,4099,62,2
2,4099,63,2
2,4099,64,2
2,4099,65,1
3,4099,21,2
3,4099,22,2
3,4099,31,2
3,4099,41,2
3,4099,42,2
3,4099,51,2
3,4099,61,2
3,4099,62,2
3,4099,63,2
3,4099,64,2
3,4099,65,1
4,4099,21,2
4,4099,22,2
4,4099,31,2
4,4099,41,2
4,4099,42,2
4,4099,51,2
4,4099,61,2
4,4099,62,2
4,4099,63,2
4,4099,64,2
4,4099,65,1
5,4099,21,2
5,4099,22,2
5,4099,31,2
5,4099,41,2
5,4099,42,2
5,4099,51,2
5,4099,61,2
5,4099,62,2
5,4099,63,2
5,4099,64,2
5,4099,65,1
6,4099,21,2
6,4099,22,2
6,4099,31,2
6,4099,41,2
6,4099,42,2
6,4099,51,2
6,4099,61,2
6,4099,62,2
6,4099,63,2
6,4099,64,2
6,4099,65,1
7,4099,21,2
7,4099,22,2
7,4099,31,2
7,4099,41,2
7,4099,42,2
7,4099,51,2
7,4099,61,2
7,4099,62,2
7,4099,63,2
7,4099,64,2
7,4099,65,1
8,4099,21,2
8,4099,22,2
8,4099,31,2
8,4099,41,2
8,4099,42,2
8,4099,51,2
8,4099,61,2
8,4099,62,2
8,4099,63,2
8,4099,64,2
8,4099,65,1
9,4099,21,2
9,4099,22,2
9,4099,31,2
9,4099,41,2
9,4099,42,2
9,4099,51,2
9,4099,61,2
9,4099,62,2
9,4099,63,2
9,4099,64,2
9,4099,65,1
10,4099,21,2
10,4099,22,2
10,4099,31,2
10,4099,41,2
10,4099,42,2
10,4099,51,2
10,4099,61,2
10,4099,62,2
10,4099,63,2
10,4099,64,2
10,4099,65,1
11,4099,21,2
11,4099,22,2
11,4099,31,2
11,4099,41,2
11,4099,42,2
11,4099,51,2
11,4099,61,2
11,4099,62,2
11,4099,63,2
11,4099,64,2
11,4099,65,1
12,4099,21,2
12,4099,22,2
12,4099,31,2
12,4099,41,2
12,4099,42,2
12,4099,51,2
12,4099,61,2
12,4099,62,2
12,4099,63,2
12,4099,64,2
12,4099,65,1
13,4099,21,2
13,4099,22,2
13,4099,31,2
13,4099,41,2
13,4099,42,2
13,4099,51,2
13,4099,61,2
13,4099,62,2
13,4099,63,2
13,4099,64,2
13,4099,65,1
14,4099,21,2
14,4099,22,2
14,4099,31,2
14,4099,41,2
14,4099,42,2
14,4099,51,2
14,4099,61,2
14,4099,62,2
14,4099,63,2
14,4099,64,2
14,4099,65,1
15,4099,21,2
15,4099,22,2
15,4099,31,2
15,4099,41,2
15,4099,42,2
15,4099,51,2
15,4099,61,2
15,4099,62,2
15,4099,63,2
15,4099,64,2
15,4099,65,1
16,4099,21,2
16,4099,22,2
16,4099,31,2
16,4099,41,2
16,4099,42,2
16,4099,51,2
16,4099,61,2
16,4099,62,2
16,4099,63,2
16,4099,64,2
16,4099,65,1
17,4099,21,2
17,4099,22,2
17,4099,31,2
17,4099,41,2
17,4099,42,2
17,4099,51,2
17,4099,61,2
17,4099,62,2
17,4099,63,2
17,4099,64,2
17,4099,65,1
18,4099,21,2
18,4099,22,2
18,4099,31,2
18,4099,41,2
18,4099,42,2
18,4099,51,2
18,4099,61,2
18,4099,62,2
18,4099,63,2
18,4099,64,2
18,4099,65,1
19,4099,21,2
19,4099,22,2
19,4099,31,2
19,4099,41,2
19,4099,42,2
19,4099,51,2
19,4099,61,2
19,4099,62,2
19,4099,63,2
19,4099,64,2
19,4099,65,1
20,4099,21,2
20,4099,22,2
20,4099,31,2
20,4099,41,2
20,4099,42,2
20,4099,51,2
20,4099,61,2
